ID,Name,Position,Team,League,Nation,OVR,Preferred foot,Alternative positions,Age,Height,Weight,Original Role Group,Evaluated Role,Role Source,Position Fit Score,Role Attribute Score,Player Role Suitability
235794,Eberechi Eze,Attacking Midfielder,Arsenal,Premier League,England,83,Right,"['LW', 'ST']",27,"178cm / 5'10""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,82.15,86.91
212194,Julian Brandt,Attacking Midfielder,Borussia Dortmund,Bundesliga,Germany,83,Right,['CM'],29,"185cm / 6'1""",83kg / 183lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,82.0,86.85
226226,Giovani Lo Celso,Attacking Midfielder,Real Betis,LALIGA EA SPORTS,Argentina,82,Left,"['CM', 'CDM']",29,"177cm / 5'10""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,82.65,86.76
210008,Adrien Rabiot,Attacking Midfielder,Milano FC,Serie A Enilive,France,83,Left,['CM'],30,"191cm / 6'3""",80kg / 176lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,81.3,86.57
212523,Anderson Talisca,Attacking Midfielder,Fenerbahçe,Trendyol Süper Lig,Brazil,81,Left,"['ST', 'RW', 'CM']",32,"191cm / 6'3""",75kg / 165lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,82.65,86.41
236015,Morgan Gibbs-White,Attacking Midfielder,Nott'm Forest,Premier League,England,82,Right,['ST'],26,"179cm / 5'10""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,81.4,86.26
251470,Charles De Ketelaere,Attacking Midfielder,Bergamo Calcio,Serie A Enilive,Belgium,82,Left,"['ST', 'CM']",25,"192cm / 6'4""",79kg / 174lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,81.3,86.22
216547,Rafa,Attacking Midfielder,Beşiktaş,Trendyol Süper Lig,Portugal,82,Right,"['ST', 'LM']",32,"172cm / 5'8""",66kg / 146lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,81.2,86.18
222737,Malcom,Attacking Midfielder,Al Hilal,ROSHN Saudi League,Brazil,82,Left,"['RM', 'LM', 'CM']",29,"172cm / 5'8""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.95,86.08
244778,Trincão,Attacking Midfielder,Sporting CP,Liga Portugal,Portugal,82,Left,"['RM', 'RW', 'ST']",26,"184cm / 6'0""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.95,86.08
210411,Otávio,Attacking Midfielder,Al Qadsiah,ROSHN Saudi League,Portugal,82,Right,"['CM', 'RM']",31,"171cm / 5'7""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.7,85.98
158023,Lionel Messi,Right Winger,Inter Miami CF,MLS,Argentina,86,Left,"['ST', 'CAM', 'RM']",38,"169cm / 5'7""",67kg / 148lb,Winger,Attacking Midfielder,Flexible Position 1,84.21838439883474,86.8,85.87459609970868
189596,Thomas Müller,Attacking Midfielder,Whitecaps FC,MLS,Germany,80,Right,"['ST', 'RM']",36,"185cm / 6'1""",76kg / 168lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,82.0,85.80000000000001
216354,Andrej Kramarić,Attacking Midfielder,TSG Hoffenheim,Bundesliga,Croatia,81,Right,['CM'],34,"177cm / 5'10""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.95,85.73
260247,Morgan Rogers,Attacking Midfielder,Aston Villa,Premier League,England,82,Right,"['RM', 'LM', 'CM']",23,"188cm / 6'2""",80kg / 176lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.05,85.72
213516,Ricardo Horta,Attacking Midfielder,SC Braga,Liga Portugal,Portugal,81,Right,"['LM', 'RM', 'CM']",31,"173cm / 5'8""",63kg / 139lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.7,85.63
232411,Christopher Nkunku,Attacking Midfielder,Milano FC,Serie A Enilive,France,81,Right,"['LM', 'ST', 'CM']",28,"177cm / 5'10""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.6,85.59
232498,Isi,Attacking Midfielder,Rayo Vallecano,LALIGA EA SPORTS,Spain,81,Left,"['RM', 'ST', 'CM']",31,"169cm / 5'7""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.5,85.55
240679,Teun Koopmeiners,Attacking Midfielder,Juventus,Serie A Enilive,Holland,81,Left,['CM'],28,"183cm / 6'0""",77kg / 170lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.2,85.43
256853,Malik Tillman,Attacking Midfielder,Leverkusen,Bundesliga,United States,82,Right,"['LW', 'CM']",23,"187cm / 6'2""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.15,85.36
188350,Marco Reus,Attacking Midfielder,LA Galaxy,MLS,Germany,79,Right,"['ST', 'CM']",36,"180cm / 5'11""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,81.55,85.27
200155,Hans Vanaken,Attacking Midfielder,Club Brugge,1A Pro League,Belgium,80,Right,['CM'],33,"195cm / 6'5""",77kg / 170lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.5,85.2
203980,Konstantinos Fortounis,Attacking Midfielder,Al Khaleej,ROSHN Saudi League,Greece,80,Right,"['LW', 'RW', 'CM']",33,"183cm / 6'0""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.89999999999999,84.96
241508,Mikkel Damsgaard,Attacking Midfielder,Brentford,Premier League,Denmark,80,Right,['CM'],25,"180cm / 5'11""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.7,84.88
208448,Emil Forsberg,Attacking Midfielder,Red Bulls,MLS,Sweden,79,Right,"['LM', 'CM']",34,"177cm / 5'10""",76kg / 168lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.05,84.67
259913,Georgiy Sudakov,Attacking Midfielder,SL Benfica,Liga Portugal,Ukraine,80,Right,"['CM', 'CDM']",23,"177cm / 5'10""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.15,84.66
193348,Xherdan Shaqiri,Attacking Midfielder,FC Basel 1893,Brack Super League,Switzerland,78,Left,"['RW', 'CM']",34,"169cm / 5'7""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,80.55,84.52
242444,João Félix,Attacking Midfielder,Al Nassr,ROSHN Saudi League,Portugal,79,Right,"['LW', 'LM', 'ST']",26,"181cm / 5'11""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.6,84.49
247827,Michael Olise,Right Midfielder,FC Bayern München,Bundesliga,France,86,Left,['RW'],24,"184cm / 6'0""",73kg / 161lb,Wide Midfielder,Attacking Midfielder,Flexible Position 1,83.62436054860325,83.6,84.4460901371508
192318,Mario Götze,Central Midfielder,Frankfurt,Bundesliga,Germany,82,Right,"['CAM', 'RM', 'CDM']",33,"176cm / 5'9""",72kg / 159lb,Central Midfielder,Attacking Midfielder,Flexible Position 1,89.92326363714044,82.9,84.34081590928511
215270,Lucas Zelarayán,Attacking Midfielder,Belgrano,LPF,Armenia,79,Right,"['ST', 'LM']",33,"172cm / 5'8""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.15,84.31
277954,Kenan Yıldız,Attacking Midfielder,Juventus,Serie A Enilive,Turkey,79,Right,"['LM', 'LW', 'CM']",20,"185cm / 6'1""",75kg / 165lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.15,84.31
228251,Lorenzo Pellegrini,Attacking Midfielder,AS Roma,Serie A Enilive,Italy,80,Right,['CM'],29,"186cm / 6'1""",77kg / 170lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.25,84.3
245371,Thiago Almada,Attacking Midfielder,Atlético de Madrid,LALIGA EA SPORTS,Argentina,79,Right,['CM'],24,"171cm / 5'7""",62kg / 137lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.05,84.27
239701,Romano Schmid,Attacking Midfielder,SV Werder Bremen,Bundesliga,Austria,78,Right,['CM'],26,"168cm / 5'6""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.9,84.26
210930,Carles Gil,Attacking Midfielder,New England,MLS,Spain,79,Left,"['RM', 'CM']",33,"170cm / 5'7""",65kg / 143lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.8,84.17
251377,Rodrigo Zalazar,Attacking Midfielder,SC Braga,Liga Portugal,Uruguay,79,Right,"['CM', 'RM']",26,"178cm / 5'10""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.6,84.09
226376,Kaku,Attacking Midfielder,Al Ain FC,United Emirates League,Paraguay,79,Left,"['RM', 'CM']",31,"171cm / 5'7""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.4,84.01
242434,Curtis Jones,Attacking Midfielder,Liverpool,Premier League,England,80,Right,"['CM', 'CDM']",25,"185cm / 6'1""",75kg / 165lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.4,83.96000000000001
236920,Justin Kluivert,Attacking Midfielder,AFC Bournemouth,Premier League,Holland,79,Right,"['LM', 'CM']",26,"172cm / 5'8""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.25,83.95
183898,Ángel Di María,Right Winger,Rosario Central,LPF,Argentina,82,Left,['RM'],38,"180cm / 5'11""",69kg / 152lb,Winger,Attacking Midfielder,Flexible Position 1,85.22427329184589,84.85,83.94606832296148
234505,Evander,Attacking Midfielder,FC Cincinnati,MLS,Brazil,79,Right,"['CM', 'ST']",27,"178cm / 5'10""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.0,83.85
210513,Juan Fernando Quintero,Attacking Midfielder,River Plate,LPF,Colombia,77,Left,"['RW', 'CM']",33,"168cm / 5'6""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.35,83.69
259480,Ismael Saibari,Attacking Midfielder,PSV,Eredivisie,Morocco,79,Right,['CM'],24,"185cm / 6'1""",81kg / 179lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.55,83.67
253727,Lukáš Provod,Attacking Midfielder,Slavia Praha,Česká Liga,Czech Republic,78,Left,"['CM', 'LM']",29,"191cm / 6'3""",85kg / 187lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.35,83.64
235973,Sebastian Szymański,Attacking Midfielder,Fenerbahçe,Trendyol Süper Lig,Poland,78,Left,['CM'],26,"174cm / 5'9""",60kg / 132lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.35,83.64
246174,Harvey Elliott,Attacking Midfielder,Aston Villa,Premier League,England,78,Left,"['CM', 'RW']",22,"168cm / 5'6""",64kg / 141lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.35,83.64
235353,Ismaïla Sarr,Attacking Midfielder,Crystal Palace,Premier League,Senegal,79,Right,"['RW', 'CM']",28,"185cm / 6'1""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.4,83.61
233064,Mason Mount,Attacking Midfielder,Man Utd,Premier League,England,77,Right,"['CM', 'RW']",27,"181cm / 5'11""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,79.15,83.61
241095,Nikola Vlašić,Attacking Midfielder,Torino,Serie A Enilive,Croatia,79,Right,['CM'],28,"179cm / 5'10""",79kg / 174lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.35,83.59
277179,Fermín,Attacking Midfielder,FC Barcelona,LALIGA EA SPORTS,Spain,80,Right,"['CM', 'LW', 'ST']",22,"174cm / 5'9""",64kg / 141lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.45,83.58
256688,Cameron Puertas,Attacking Midfielder,SV Werder Bremen,Bundesliga,Spain,78,Right,['CM'],27,"178cm / 5'10""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.15,83.56
210324,Jonas Hofmann,Attacking Midfielder,Leverkusen,Bundesliga,Germany,78,Right,"['ST', 'CM']",33,"176cm / 5'9""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.05,83.52
252935,Leonardo Fernández,Attacking Midfielder,Peñarol,Libertadores,Uruguay,78,Left,['ST'],27,"166cm / 5'5""",66kg / 146lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.05,83.52
254088,Amad,Attacking Midfielder,Man Utd,Premier League,Côte d'Ivoire,79,Left,"['RW', 'RM', 'CM']",23,"173cm / 5'8""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.15,83.51
214092,Aleksey Miranchuk,Attacking Midfielder,Atlanta United,MLS,Russia,78,Left,"['CM', 'LW']",30,"182cm / 6'0""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.95,83.48
265695,Matías Soulé,Attacking Midfielder,AS Roma,Serie A Enilive,Argentina,78,Left,"['RM', 'CM']",22,"176cm / 5'9""",69kg / 152lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.85,83.44
226162,Emiliano Buendía,Attacking Midfielder,Aston Villa,Premier League,Argentina,77,Right,"['LM', 'RM', 'CM']",29,"172cm / 5'8""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,78.6,83.39
210021,Hany Mukhtar,Attacking Midfielder,Nashville SC,MLS,Germany,79,Right,['ST'],31,"173cm / 5'8""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.75,83.35
181291,Georginio Wijnaldum,Attacking Midfielder,Al Ettifaq,ROSHN Saudi League,Holland,78,Right,"['ST', 'CM']",35,"175cm / 5'9""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.39999999999999,83.25999999999999
277846,Nico Paz,Attacking Midfielder,Como,Serie A Enilive,Argentina,79,Left,['CM'],21,"186cm / 6'1""",81kg / 179lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.35,83.19
240734,Matt O'Riley,Attacking Midfielder,OM,Ligue 1 McDonald's,Denmark,78,Left,['CM'],25,"188cm / 6'2""",77kg / 170lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.15,83.16
194765,Antoine Griezmann,Striker,Atlético de Madrid,LALIGA EA SPORTS,France,85,Left,"['LM', 'CAM']",35,"176cm / 5'9""",67kg / 148lb,Striker,Attacking Midfielder,Flexible Position 1,75.54064602750141,86.25,83.13516150687535
262842,Martin Baturina,Attacking Midfielder,Como,Serie A Enilive,Croatia,78,Right,['CM'],23,"172cm / 5'8""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.6,82.94
256958,Fábio Vieira,Attacking Midfielder,Hamburger SV,Bundesliga,Portugal,78,Left,"['RM', 'CM']",25,"176cm / 5'9""",61kg / 134lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.6,82.94
244728,Sem Steijn,Attacking Midfielder,Feyenoord,Eredivisie,Holland,78,Right,['CM'],24,"173cm / 5'8""",59kg / 130lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.55,82.92
252259,Enzo Millot,Attacking Midfielder,Al Ahli,ROSHN Saudi League,France,78,Left,['CM'],23,"174cm / 5'9""",66kg / 146lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.2,82.78
240273,Emile Smith Rowe,Attacking Midfielder,Fulham,Premier League,England,77,Right,"['CM', 'LM']",25,"182cm / 6'0""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.05,82.77
268438,Alejandro Garnacho,Attacking Midfielder,Chelsea,Premier League,Argentina,77,Right,"['LW', 'LM', 'CM']",21,"180cm / 5'11""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.05,82.77
238896,Pepê,Attacking Midfielder,FC Porto,Liga Portugal,Brazil,78,Right,"['RM', 'LM', 'CM']",29,"173cm / 5'8""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.1,82.74
226797,Víctor Ignacio Malcorra,Attacking Midfielder,Rosario Central,LPF,Argentina,76,Left,"['LM', 'CM']",38,"171cm / 5'7""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.8,82.72
219553,Claudio Aquino,Attacking Midfielder,Colo-Colo,Libertadores,Argentina,77,Right,['CM'],34,"172cm / 5'8""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.85,82.69
204497,Kevin Stöger,Attacking Midfielder,M'gladbach,Bundesliga,Austria,76,Left,['CM'],32,"175cm / 5'9""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.45,82.58
245637,Georginio Rutter,Attacking Midfielder,Brighton,Premier League,France,77,Left,['ST'],23,"182cm / 6'0""",83kg / 183lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.3,82.47
208250,Anastasios Bakasetas,Attacking Midfielder,Panathinaikos,Hellas Liga,Greece,76,Left,['CM'],32,"181cm / 5'11""",78kg / 172lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.15,82.46000000000001
279173,Franco Mastantuono,Attacking Midfielder,Real Madrid,LALIGA EA SPORTS,Argentina,77,Left,"['RW', 'ST']",18,"177cm / 5'10""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.2,82.43
257075,Paul Nebel,Attacking Midfielder,1. FSV Mainz 05,Bundesliga,Germany,78,Right,"['CM', 'RM']",23,"169cm / 5'7""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.25,82.4
211061,Alexandru Maxim,Attacking Midfielder,Gaziantep,Trendyol Süper Lig,Romania,76,Right,"['CM', 'LM']",35,"177cm / 5'10""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.0,82.4
234906,Houssem Aouar,Attacking Midfielder,Al Ittihad,ROSHN Saudi League,Algeria,77,Right,['CM'],27,"175cm / 5'9""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.1,82.39
235467,Marcelino Moreno,Attacking Midfielder,Lanús,LPF,Argentina,78,Right,"['LM', 'ST', 'CM']",30,"168cm / 5'6""",65kg / 143lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.15,82.36
234468,Emanuel Reynoso,Attacking Midfielder,Talleres,LPF,Argentina,77,Left,"['LM', 'CM']",30,"176cm / 5'9""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.0,82.35
236477,Alexis Claude-Maurice,Attacking Midfielder,FC Augsburg,Bundesliga,France,77,Right,"['CM', 'LW']",27,"175cm / 5'9""",62kg / 137lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.75,82.25
262088,Hákon Arnar Haraldsson,Attacking Midfielder,LOSC Lille,Ligue 1 McDonald's,Iceland,78,Right,"['LM', 'CM']",22,"178cm / 5'10""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.85,82.24
221671,Lee Jae Sung,Attacking Midfielder,1. FSV Mainz 05,Bundesliga,Korea Republic,77,Left,['CM'],33,"181cm / 5'11""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.7,82.23
189505,Pedro,Right Midfielder,Latium,Serie A Enilive,Spain,77,Right,"['LM', 'RW']",38,"169cm / 5'7""",64kg / 141lb,Wide Midfielder,Attacking Midfielder,Flexible Position 1,95.28219227495438,78.55,82.1905480687386
146562,Santi Cazorla,Attacking Midfielder,R. Oviedo,LALIGA EA SPORTS,Spain,75,Right,"['CM', 'LM']",41,"168cm / 5'6""",65kg / 143lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.35,82.19
244309,Teddy Teuma,Attacking Midfielder,Stade de Reims,Ligue 2 BKT,Malta,75,Left,['CM'],32,"176cm / 5'9""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.25,82.15
205686,Téji Savanier,Attacking Midfielder,Montpellier,Ligue 2 BKT,France,75,Right,['CM'],34,"172cm / 5'8""",69kg / 152lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.25,82.15
241985,Pep Biel,Attacking Midfielder,Charlotte FC,MLS,Spain,77,Left,"['ST', 'RM', 'CM']",29,"167cm / 5'6""",64kg / 141lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.45,82.13
246297,Himad Abdelli,Attacking Midfielder,Angers SCO,Ligue 1 McDonald's,Algeria,76,Right,['CM'],26,"185cm / 6'1""",81kg / 179lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.1,82.03999999999999
224574,Orbelín Pineda,Attacking Midfielder,AEK Athens,Hellas Liga,Mexico,77,Right,"['CM', 'RB']",30,"169cm / 5'7""",63kg / 139lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.2,82.03
259633,Giannis Konstantelias,Attacking Midfielder,PAOK FC,Hellas Liga,Greece,77,Right,"['RW', 'CM']",23,"178cm / 5'10""",66kg / 146lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.15,82.01
255074,Artem Bondarenko,Attacking Midfielder,Shakhtar Donetsk,Ukrayina Liha,Ukraine,77,Left,"['CM', 'CDM']",25,"182cm / 6'0""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.1,81.99
247050,Pavel Šulc,Attacking Midfielder,OL,Ligue 1 McDonald's,Czech Republic,77,Right,"['LM', 'RM', 'CM']",25,"175cm / 5'9""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.0,81.95
264869,Félix Lemaréchal,Attacking Midfielder,Strasbourg,Ligue 1 McDonald's,France,76,Right,['CM'],22,"180cm / 5'11""",73kg / 161lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.85,81.94
236593,Calvin Stengs,Attacking Midfielder,Pisa,Serie A Enilive,Holland,76,Left,['CM'],27,"187cm / 6'2""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.8,81.92
234239,Gauthier Hein,Attacking Midfielder,FC Metz,Ligue 1 McDonald's,France,76,Left,"['ST', 'RM', 'CM']",29,"170cm / 5'7""",65kg / 143lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.55,81.82
237239,Enis Bardhi,Attacking Midfielder,Konyaspor,Trendyol Süper Lig,North Macedonia,74,Right,"['CM', 'LM']",30,"172cm / 5'8""",64kg / 141lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,77.15,81.76
231887,Yusuf Yazıcı,Attacking Midfielder,Olympiacos FC,Hellas Liga,Turkey,75,Left,"['ST', 'RM', 'CM']",29,"183cm / 6'0""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.25,81.75
254566,Patrick Wimmer,Attacking Midfielder,VfL Wolfsburg,Bundesliga,Austria,77,Right,"['RW', 'CM', 'ST']",24,"182cm / 6'0""",77kg / 170lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.45,81.73
72997,Rodrigo Mora,Attacking Midfielder,FC Porto,Liga Portugal,Portugal,76,Right,"['LW', 'ST']",18,"168cm / 5'6""",56kg / 123lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.2,81.68
215199,Rubén Botta,Attacking Midfielder,Talleres,LPF,Argentina,76,Left,"['RM', 'CM']",36,"177cm / 5'10""",65kg / 143lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.15,81.66
255611,Daniel Maldini,Attacking Midfielder,Bergamo Calcio,Serie A Enilive,Italy,74,Right,['CM'],24,"188cm / 6'2""",83kg / 183lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.8,81.62
229862,Edu Expósito,Attacking Midfielder,RCD Espanyol,LALIGA EA SPORTS,Spain,75,Right,['CM'],29,"178cm / 5'10""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.7,81.53
198451,Dani Rodríguez,Attacking Midfielder,RCD Mallorca,LALIGA EA SPORTS,Spain,76,Right,"['LM', 'RM', 'CM']",37,"178cm / 5'10""",71kg / 157lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.75,81.5
259139,David da Costa,Attacking Midfielder,Portland Timbers,MLS,Portugal,75,Right,"['LW', 'CM']",25,"168cm / 5'6""",64kg / 141lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.35,81.39
221363,Donny van de Beek,Attacking Midfielder,Girona FC,LALIGA EA SPORTS,Holland,76,Right,['CM'],28,"184cm / 6'0""",76kg / 168lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.35000000000001,81.34
192342,Edwin Cardona,Attacking Midfielder,Atl. Nacional,Libertadores,Colombia,74,Right,"['LW', 'LM', 'CM']",33,"183cm / 6'0""",92kg / 203lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.1,81.34
208224,Petros Mantalos,Attacking Midfielder,AEK Athens,Hellas Liga,Greece,75,Right,['CM'],34,"177cm / 5'10""",74kg / 163lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.1,81.28999999999999
188803,Taison,Attacking Midfielder,PAOK FC,Hellas Liga,Brazil,75,Right,"['LW', 'CM']",38,"172cm / 5'8""",67kg / 148lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.05,81.27
245054,Lee Dong Kyeong,Attacking Midfielder,Gimcheon Sangmu,K League 1,Korea Republic,75,Left,"['ST', 'CM']",28,"175cm / 5'9""",69kg / 152lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.9,81.21000000000001
274288,Oscar Gloukh,Attacking Midfielder,Ajax,Eredivisie,Israel,76,Right,"['LW', 'CM']",22,"170cm / 5'7""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.0,81.2
226789,Angelo Fulgini,Attacking Midfielder,Al Taawoun,ROSHN Saudi League,France,74,Right,['CM'],29,"182cm / 6'0""",77kg / 170lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.7,81.18
198143,Samu Sáiz,Attacking Midfielder,Eyüpspor,Trendyol Süper Lig,Spain,74,Right,"['LM', 'CM']",35,"174cm / 5'9""",68kg / 150lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.6,81.14
202848,Gianluca Caprari,Attacking Midfielder,Monza,Serie BKT,Italy,74,Right,"['ST', 'CM']",32,"176cm / 5'9""",72kg / 159lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,75.6,81.14
254789,Sven Mijnans,Attacking Midfielder,AZ,Eredivisie,Holland,75,Left,['CM'],26,"190cm / 6'3""",70kg / 154lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.65,81.11
235663,Guus Til,Attacking Midfielder,PSV,Eredivisie,Holland,77,Right,['CM'],28,"186cm / 6'1""",78kg / 172lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,72.85,81.09
241907,Diego Rossi,Attacking Midfielder,Columbus Crew,MLS,Uruguay,75,Right,['ST'],28,"170cm / 5'7""",66kg / 146lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,74.55,81.07
143121,José Sosa,Attacking Midfielder,Estudiantes,LPF,Argentina,73,Right,['CM'],40,"181cm / 5'11""",78kg / 172lb,Attacking Midfielder,Attacking Midfielder,Official Position,100.0,76.3,81.07
